district,neighborhood,room,living room,area (m2),age,floor,price,neighbourhoodScore
 Kadikoy , Merdivenkoy,2,1,95,45,3,290,A
 Beyoglu , Yenisehir,1,1,70,30,3,130,E
 Bahcelievler , Bahcelievler,3,1,140,30,4,350,C+
 Uskudar , Cengelkoy,2,1,85,25,0,400,B
 Bahcelievler , Kocasinan Merkez,2,1,90,0,0,350,C
 Beyoglu , Firuzaga,3,1,110,30,1,500,B
 Kucukcekmece , Cennet,3,1,130,28,4,165,B
 Bakirkoy , Yesilyurt,3,1,140,32,1,850,A+
 Esenyurt , Pinar,2,1,90,0,0,100,E
 Arnavutkoy , Arnavutkoy Merkez,2,1,85,10,4,235,D
 Kucukcekmece , Atakent,3,1,126,16,2,500,C+
 Fatih , Seyyid Omer,2,1,75,42,-1,125,D
 Uskudar , Cengelkoy,2,1,180,33,4,1200,B
 Esenyurt , Koza,1,1,60,7,10,150,B+
 Sisli , Cumhuriyet,1,1,70,30,1,180,D
 Maltepe , Yali,3,1,110,35,10,320,C+
 Zeytinburnu , Merkezefendi,2,1,95,8,14,395,D
 Uskudar , Selami Ali,1,1,65,31,1,150,B
 Kagithane , Gursel,2,1,135,25,0,220,B
 Bahcelievler , Zafer,3,1,121,10,-3,250,C+
 Bahcelievler , Sirinevler,5,1,150,30,-1,70,B
 Sisli , Eskisehir,2,1,90,45,3,270,C
 Gaziosmanpasa , Kazim Karabekir,2,1,135,25,3,140,E
 Bahcelievler , Sirinevler,4,2,175,0,4,450,B
 Kadikoy , Fenerbahce,3,1,156,30,2,570,A+
 Bahcelievler , Bahcelievler,2,1,85,0,0,380,C+
 Sisli , Fulya,1,1,65,7,0,300,A
 Fatih , Seyyid Omer,1,1,50,38,1,150,D
 Atasehir , Barbaros,1,1,64,14,21,340,D
 Sisli , Fulya,3,1,145,40,3,400,A
 Bakirkoy , Senlikkoy,6,2,400,20,4,1500,A
 Kagithane , Sultan Selim,2,1,75,19,3,22999,D
 Beyoglu , Kilicali Pasa,2,1,75,45,2,370,A+
 Sariyer , Tarabya,1,1,70,30,0,160,A+
 Avcilar , Merkez,3,1,100,0,4,320,D
 Fatih , Koca Mustafapasa,1,1,65,33,3,100,E
 Bakirkoy , Zuhuratbaba,2,1,85,45,2,250,A+
 Kucukcekmece , Kemalpasa,3,1,120,31,2,240,D
 Uskudar , Selami Ali,2,1,80,30,1,280,B
 Bagcilar , Mahmutbey,2,1,110,23,1,155,E
 Kucukcekmece , Gultepe,2,1,70,8,2,2075,E
 Kagithane , Harmantepe,1,1,75,28,0,170,E
 Uskudar , Selami Ali,2,1,85,31,0,200,B
 Kadikoy , Sahrayi Cedit,2,1,85,4,3,520,A
 Pendik , Yayalar,3,1,158,5,8,385,C+
 Kucukcekmece , Kemalpasa,2,1,75,26,0,135,D
 Sisli , Mecidiyekoy,2,1,85,24,8,220,B+
 Avcilar , Yesilkent,3,1,130,15,0,100,E
 Kucukcekmece , Cumhuriyet,3,1,140,20,5,230,D
 Sariyer , Ferahevler,1,1,70,21,5,600,C
 Bakirkoy , Kartaltepe,3,1,120,31,3,350,D
 Sultanbeyli , Adil,5,1,175,5,5,295,E
 Kucukcekmece , Atakent,3,1,132,16,12,360,C+
 Sariyer , Maslak,4,2,340,14,15,1300,B+
 Sisli , Mecidiyekoy,1,1,55,1,0,200,B+
 Eyupsultan , Merkez,2,1,65,5,1,205,D
 Adalar , Nizam,2,1,85,30,1,430,B+
 Beyoglu , Omer Avni,1,1,60,31,-1,250,A
 Kucukcekmece , Gultepe,2,1,95,25,1,200,E
 Pendik , Esenler,4,2,200,11,3,300,C
 Kucukcekmece , Cennet,2,1,90,31,0,155,B
 Bahcelievler , Zafer,2,1,90,21,2,180,C+
 Kucukcekmece , Cennet,2,1,90,32,5,180,B
 Besiktas , Yildiz,2,1,90,30,4,250,A
 Silivri , Selimpasa,2,1,100,29,-3,145,C
 Gaziosmanpasa , Karlitepe,2,1,100,11,3,240,C
 Zeytinburnu , Seyitnizam,2,1,95,27,3,300,D
 Uskudar , Murat Reis,2,1,115,42,1,250,B+
 Avcilar , Denizkoskler,2,1,75,25,1,140,B
 Kadikoy , Erenkoy,3,1,120,5,3,700,A
 Sariyer , Tarabya,1,1,90,25,2,450,A+
 Beyoglu , Catma Mescit,4,2,270,31,5,1000,C
 Sisli , Merkez,2,1,80,25,3,330,D
 Sisli , Mecidiyekoy,2,1,85,30,1,300,B+
 Avcilar , Denizkoskler,2,1,85,30,1,130,B
 Uskudar , Bulgurlu,2,1,95,17,3,230,B+
 Beyoglu , Hacimimi,2,1,120,1,0,1000,C+
 Sisli , Bozkurt,2,1,75,50,0,260,B+
 Sisli , Halide Edip Adivar,2,1,90,25,1,220,C
 Besiktas , Muradiye,2,1,80,45,1,350,A
 Uskudar , Zeynep Kamil,2,1,85,35,4,210,C+
 Sisli , Merkez,2,1,150,40,1,410,D
 Eyupsultan , Mimar Sinan,1,1,91,1,1,500,E
 Beykoz , Soguksu,3,1,185,15,3,690,C+
 Maltepe , Findikli,2,1,100,13,3,300,C+
 Zeytinburnu , Telsiz,2,1,75,15,1,180,E
 Kucukcekmece , Atakent,2,1,75,25,4,230,C+
 Kagithane , Ortabayir,2,1,80,1,0,225,C+
 Kadikoy , Dumlupinar,2,1,95,1,4,425,E
 Beykoz , Incirkoy,3,1,110,10,2,250,E
 Sisli , Mecidiyekoy,2,1,80,30,8,190,B+
 Gungoren , Haznedar,2,1,110,50,4,250,B
 Uskudar , Icadiye,3,1,130,40,3,320,B+
 Silivri , Yeni,3,1,140,0,3,350,B
 Eyupsultan , Gokturk Merkez,1,1,90,15,0,380,B+
 Besiktas , Mecidiye,3,1,120,31,1,510,E
 Beykoz , Acarlar,6,2,650,5,0,6500,A+
 Kagithane , Seyrantepe,1,1,60,6,4,200,C+
 Maltepe , Kucukyali,3,1,125,8,2,620,
 Maltepe , Feyzullah,3,1,160,27,6,420,A
 Esenyurt , Guzelyurt,1,1,60,7,8,180,E
 Esenyurt , Cumhuriyet,3,1,144,8,8,320,D
 Sisli , Tesvikiye,3,1,250,30,3,1500,A
 Cekmekoy , Nisantepe,2,1,108,15,5,365,B
 Sariyer , Huzur,2,1,90,2,7,725,E
 Eyupsultan , Islambey,2,1,85,23,-1,135,E
 Kagithane , Gultepe,2,1,85,26,2,170,E
 Bayrampasa , Altintepsi,2,1,95,15,1,200,C
 Bahcelievler , Bahcelievler,3,1,120,0,1,500,C+
 Bahcelievler , Siyavuspasa,3,1,120,25,1,400,C+
 Kagithane , Ortabayir,2,1,110,25,4,260,C+
 Bahcelievler , Siyavuspasa,1,1,75,24,5,150,C+
 Tuzla , Istasyon,3,1,115,1,4,350,B+
 Beyoglu , Cihangir,2,1,100,45,2,500,B
 Sisli , Mecidiyekoy,2,1,75,30,1,255,B+
 Maltepe , Zumrutevler,1,1,65,0,1,280,B
 Sisli , Gulbahar,2,1,70,30,5,250,B+
 Uskudar , Salacak,2,1,75,31,4,250,A
 Bahcelievler , Hurriyet,5,2,180,30,5,300,E
 Kadikoy , Fikirtepe,1,1,60,6,4,330,B+
 Sisli , Gulbahar,1,1,65,30,-1,130,B+
 Sisli , Yayla,2,0,110,40,0,180,D
 Bagcilar , 15 Temmuz,1,1,81,8,21,260,
 Kucukcekmece , Fevzi Cakmak,2,1,85,0,2,255,E
 Besiktas , Levazim,3,1,217,12,7,3400,A+
 Sisli , Duatepe,2,1,65,35,3,220,B+
 Beyoglu , Kuloglu,1,1,95,30,0,375,A
 Fatih , Koca Mustafapasa,2,1,80,30,3,185,E
 Kucukcekmece , Tevfik Bey,2,1,100,35,5,150,C+
 Maltepe , Yali,3,1,160,30,5,400,C+
 Sariyer , Cumhuriyet,2,1,110,30,2,250,D
 Besiktas , Levent,2,1,85,1,2,400,A+
 Sariyer , Maslak,4,1,239,7,13,1150,B+
 Fatih , Aksaray,1,1,70,28,1,280,E
 Kagithane , Gursel,2,1,130,16,1,250,B
 Kucukcekmece , Cumhuriyet,2,1,75,6,0,160,D
 Besiktas , Muradiye,1,0,30,30,0,170,A
 Besiktas , Etiler,2,1,115,40,4,500,A+
 Fatih , Molla Gurani,2,1,120,45,3,300,B
 Buyukcekmece , Kumburgaz,1,1,55,25,3,180,C+
 Buyukcekmece , Fatih,4,1,185,22,0,370,E
 Uskudar , Valide-i Atik,3,1,120,22,0,230,B+
 Kucukcekmece , Istasyon,2,1,84,6,0,200,B+
 Sisli , Fulya,2,1,80,26,2,240,A
 Bakirkoy , Cevizlik,2,1,80,31,4,230,B+
 Sariyer , Maslak,4,1,260,4,16,1100,B+
 Besiktas , Akat,3,1,135,33,2,650,A+
 Kagithane , Yesilce,3,1,100,29,1,180,C+
 Bakirkoy , Kartaltepe,2,1,90,40,1,350,D
 Maltepe , Basibuyuk,2,0,77,11,21,280,C+
 Tuzla , Aydintepe,1,1,80,6,1,220,B
 Avcilar , Ambarli,4,2,240,29,4,320,C+
 Uskudar , Mimar Sinan,2,1,80,30,5,220,E
 Uskudar , Selami Ali,3,1,110,35,5,250,B
 Uskudar , Icadiye,5,1,180,25,5,650,B+
 Fatih , Iskenderpasa,2,1,85,33,3,250,C
 Bagcilar , 15 Temmuz,3,1,120,10,3,240,
 Fatih , Silivrikapi,2,1,65,40,2,170,D
 Maltepe , Baglarbasi,4,1,200,28,14,500,C
 Sariyer , Huzur,1,1,65,4,15,450,E
 Beylikduzu , Sahil,2,1,85,5,2,170,D
 Beyoglu , Kececi Piri,2,1,110,31,5,165,E
 Bahcelievler , Zafer,2,1,95,23,2,180,C+
 Maltepe , Findikli,2,1,90,8,4,210,C+
 Fatih , Seyyid Omer,2,2,75,15,0,170,D
 Sisli , Izzet Pasa,3,1,140,39,3,300,C
 Sisli , Halide Edip Adivar,2,1,80,40,4,200,C
 Avcilar , Cihangir,1,1,55,10,0,150,B
 Beyoglu , Omer Avni,1,1,70,50,-1,225,A
 Beyoglu , Kamer Hatun,2,1,80,35,3,250,C
 Buyukcekmece , Mimaroba,2,1,73,0,2,250,B
 Kagithane , Telsizler,1,1,65,30,4,200,C+
 Bahcelievler , Sirinevler,2,1,100,15,4,260,B
 Sisli , Merkez,2,1,85,25,3,330,D
 Sariyer , Maslak,1,0,55,8,6,450,B+
 Kartal , Orhantepe,2,1,150,14,-1,350,B
 Sariyer , Maden,4,1,350,15,5,1000,C+
 Sisli , Merkez,1,1,80,60,1,250,D
 Sancaktepe , Safa,2,1,115,10,2,250,E
 Arnavutkoy , Anadolu,2,1,80,3,0,120,D
 Sisli , Mecidiyekoy,1,1,35,20,7,120,B+
 Avcilar , Mustafa Kemal Pasa,2,1,100,25,1,150,E
 Beyoglu , Cihangir,2,1,90,20,2,300,B
 Fatih , Sumbul Efendi,3,1,120,45,4,230,E
 Adalar , Nizam,1,1,65,9,0,280,B+
 Uskudar , Valide-i Atik,2,1,85,30,0,200,B+
 Sariyer , Tarabya,2,1,125,34,2,490,A+
 Sisli , Mesrutiyet,2,1,100,30,4,360,B+
 Besiktas , Mecidiye,2,1,80,35,4,260,E
 Bahcelievler , Zafer,3,1,110,25,2,220,C+
 Beyoglu , Gumussuyu,4,1,170,40,0,600,C+
 Besiktas , Ortakoy,2,1,85,38,2,320,C+
 Bahcelievler , Hurriyet,2,1,90,33,2,180,E
 Beylikduzu , Gurpinar,2,1,110,6,5,180,D
 Kadikoy , Goztepe,2,1,100,30,0,400,E
 Fatih , Ayvansaray,1,0,30,0,1,150,E
 Uskudar , Cumhuriyet,2,1,70,16,0,190,D
 Beykoz , Acarlar,6,2,650,11,0,4350,A+
 Maltepe , Aydinevler,2,1,95,8,2,365,B+
 Kagithane , Sirintepe,2,1,77,4,2,260,D
 Kadikoy , Erenkoy,3,1,169,32,10,680,A
 Esenyurt , Yesilkent,2,1,85,9,7,180,E
 Sultanbeyli , Hasanpasa,2,1,125,9,5,300,E
 Sisli , Tesvikiye,3,1,160,30,2,650,A
 Basaksehir , Kayabasi,2,1,70,0,5,360,C+
 Maltepe , Zumrutevler,4,2,200,7,3,300,B
 Besiktas , Nisbetiye,3,1,242,0,18,2650,A+
 Sariyer , Maslak,3,1,170,14,17,850,B+
 Zeytinburnu , Sumer,2,1,80,30,1,200,C
 Kagithane , Hurriyet,2,1,110,25,2,250,E
 Besiktas , Mecidiye,3,1,130,35,2,400,E
 Kadikoy , Rasimpasa,1,1,65,40,1,275,A+
 Besiktas , Abbasaga,1,1,80,45,2,200,B+
 Besiktas , Arnavutkoy,1,1,75,40,0,330,B+
 Beyoglu , Kalyoncu Kullugu,1,0,17,4,0,179,C
 Sisli , Fulya,2,2,140,22,1,360,A
 Kagithane , Ortabayir,2,1,85,25,5,200,C+
 Kagithane , Gultepe,2,1,100,25,0,180,E
 Besiktas , Abbasaga,2,1,90,30,1,270,B+
 Kartal , Hurriyet,2,1,100,5,1,180,E
 Bahcelievler , Siyavuspasa,1,1,75,24,5,150,C+
 Kadikoy , Caddebostan,3,1,150,30,3,610,A+
 Sisli , Pasa,2,1,100,35,4,250,C
 Besiktas , Abbasaga,1,1,50,35,0,235,B+
 Sariyer , Tarabya,3,1,130,31,0,350,A+
 Beyoglu , Katip Mustafa Celebi,1,0,55,30,4,300,C+
 Esenyurt , Mehtercesme,2,1,110,10,5,100,C
 Kagithane , Sirintepe,2,1,100,25,2,175,D
 Bahcelievler , Bahcelievler,3,1,120,0,3,580,C+
 Silivri , Yeni,2,1,89,2,2,195,B
 Sisli , Mecidiyekoy,1,1,60,4,1,400,B+
 Kadikoy , Merdivenkoy,2,1,90,0,1,500,A
 Bakirkoy , Senlikkoy,3,1,170,0,0,700,A
 Bahcelievler , Zafer,2,1,110,15,3,230,C+
 Fatih , Iskenderpasa,4,1,140,45,1,400,C
 Kadikoy , Kozyatagi,3,1,125,33,1,500,A
 Sisli , Mecidiyekoy,2,1,75,10,-1,240,B+
 Bahcelievler , Siyavuspasa,3,1,115,38,4,150,C+
 Bahcelievler , Soganli,2,1,90,26,3,140,B
 Sariyer , Tarabya,3,1,150,25,3,500,A+
 Bayrampasa , Orta,2,1,88,25,3,200,E
 Beyoglu , Sehit Muhtar,1,1,45,75,1,175,E
 Sisli , Ergenekon,3,1,110,30,3,230,B+
 Besiktas , Dikilitas,3,1,110,28,0,350,A
 Kucukcekmece , Tevfik Bey,2,1,100,35,5,160,C+
 Besiktas , Abbasaga,2,1,80,50,4,400,B+
 Sisli , Eskisehir,1,1,60,15,5,200,C
 Kagithane , Sirintepe,2,1,92,28,2,150,D
 Beylikduzu , Baris,3,1,145,25,11,260,B+
 Umraniye , Camlik,2,1,100,25,5,250,E
 Uskudar , Valide-i Atik,2,1,80,34,2,230,B+
 Beyoglu , Tomtom,1,1,75,33,1,550,B+
 Besiktas , Nisbetiye,3,1,240,0,21,2200,A+
 Tuzla , Istasyon,2,1,100,25,1,200,B+
 Besiktas , Levazim,2,1,179,4,10,2400,A+
 Uskudar , Aziz Mahmut Hudayi,2,1,90,35,1,330,A
 Kagithane , Gursel,2,1,135,30,1,260,B
 Cekmekoy , Sultanciftligi,2,1,110,5,6,300,E
 Cekmekoy , Cumhuriyet,1,1,60,5,0,12999,D
 Beyoglu , Catma Mescit,2,1,100,30,2,285,C
 Sariyer , Kirecburnu,1,1,60,25,0,180,C+
 Kagithane , Sultan Selim,2,1,102,28,0,160,D
 Kucukcekmece , Yeni Mahalle,2,1,85,8,1,230,D
 Kagithane , Ortabayir,3,1,125,25,3,200,C+
 Sisli , Pasa,2,1,80,7,0,220,C
 Eyupsultan , Aksemsettin,3,1,120,20,1,150,E
 Uskudar , Mimar Sinan,2,1,80,15,2,300,E
 Besiktas , Dikilitas,2,1,85,2,4,750,A
 Kucukcekmece , Istasyon,2,1,90,3,8,235,B+
 Bahcelievler , Sirinevler,2,1,105,8,2,275,B
 Uskudar , Ahmediye,2,1,55,50,1,200,C
 Kadikoy , Bostanci,3,1,135,27,4,500,A
 Fatih , Silivrikapi,2,1,75,35,3,160,D
 Fatih , Katip Kasim,2,1,90,35,-1,130,E
 Beyoglu , Catma Mescit,2,1,120,60,1,385,C
 Maltepe , Altintepe,6,2,240,25,4,490,A
 Kagithane , Celiktepe,2,1,150,35,4,300,C
 Sariyer , Ayazaga,1,1,85,8,12,550,C
 Bahcelievler , Soganli,1,1,70,17,5,140,B
 Fatih , Haseki Sultan,1,1,60,39,1,200,C+
 Beyoglu , Cihangir,1,1,75,60,2,400,B
 Beylikduzu , Adnan Kahveci,3,1,165,15,6,230,B+
 Silivri , Piri Mehmet Pasa,2,1,100,8,-1,180,C+
 Sisli , Harbiye,1,1,40,40,0,125,A
 Kadikoy , Caferaga,1,1,50,50,3,350,A+
 Besiktas , Dikilitas,2,1,85,0,1,520,A
 Kucukcekmece , Yesilova,2,1,115,24,5,180,C
 Esenyurt , Ardicli,3,1,140,6,1,150,D
 Fatih , Seyyid Omer,3,1,125,45,4,240,D
 Gaziosmanpasa , Baglarbasi,3,1,150,14,3,300,C
 Kadikoy , Merdivenkoy,3,1,145,31,2,350,A
 Atasehir , Esatpasa,1,1,60,30,0,125,E
 Kagithane , Harmantepe,3,1,120,25,1,225,E
 Kagithane , Hamidiye,2,1,110,2,3,700,E
 Beyoglu , Kulaksiz,2,1,85,25,4,205,E
 Atasehir , Icerenkoy,1,0,45,4,1,200,B+
 Fatih , Seyyid Omer,1,1,75,45,1,155,D
 Sisli , Merkez,2,1,120,40,1,320,D
 Beykoz , Soguksu,3,1,150,20,5,375,C+
 Sariyer , Zekeriyakoy,3,1,155,21,3,600,A
 Maltepe , Girne,1,1,60,0,1,270,B+
 Sisli , Inonu,2,1,75,8,3,270,E
 Fatih , Seyyid Omer,2,1,85,42,3,200,D
 Beyoglu , Kalyoncu Kullugu,2,1,112,25,3,220,C
 Besiktas , Bebek,1,1,55,31,0,450,A+
 Avcilar , Denizkoskler,2,1,125,35,5,140,B
 Sisli , Inonu,1,1,68,27,0,330,E
 Sisli , Ferikoy,1,1,80,30,2,250,B
 Bakirkoy , Yesilkoy,4,1,270,13,1,1750,A+
 Uskudar , Zeynep Kamil,2,1,90,30,4,210,C+
 Kagithane , Hamidiye,3,1,176,10,6,1150,E
 Kagithane , Seyrantepe,1,1,76,6,16,450,C+
 Sisli , Gulbahar,2,1,85,30,-1,140,B+
 Bahcelievler , Fevzi Cakmak,2,1,89,32,4,170,E
 Cekmekoy , Mimar Sinan,4,1,200,16,1,840,E
 Buyukcekmece , Ekinoba,2,1,150,27,7,250,B
 Sariyer , Huzur,3,1,130,3,7,800,E
 Beyoglu , Cihangir,1,1,60,20,-1,190,B
 Sisli , Mecidiyekoy,1,1,117,15,11,1000,B+
 Sariyer , Maslak,1,1,82,10,18,600,B+
 Kagithane , Yesilce,3,1,120,25,1,260,C+
 Beylikduzu , Gurpinar,3,1,180,5,4,400,D
 Kadikoy , Bostanci,2,1,90,21,3,400,A
 Kartal , Esentepe,2,1,90,0,5,280,D
 Sariyer , Maslak,3,1,165,2,6,895,B+
 Besiktas , Nisbetiye,3,1,242,0,18,2650,A+
 Maltepe , Feyzullah,2,1,90,24,0,250,A
 Esenyurt , Cumhuriyet,1,1,90,5,10,250,D
 Sisli , Halide Edip Adivar,2,1,90,10,1,120,C
 Besiktas , Etiler,2,1,210,16,5,2400,A+
 Kagithane , Hurriyet,2,1,75,8,1,170,E
 Adalar , Maden,3,1,170,32,1,3000,C+
 Beykoz , Kavacik,4,1,150,16,0,60,B+
 Besiktas , Turkali,1,1,70,31,4,300,A
 Sisli , Mesrutiyet,2,1,90,45,1,280,B+
 Beykoz , Acarlar,4,1,450,11,0,1600,A+
 Uskudar , Unalan,3,1,110,30,1,200,C
 Sisli , Bozkurt,3,1,110,45,4,280,B+
 Sisli , Pasa,2,1,90,35,2,250,C
 Sisli , Mecidiyekoy,1,1,60,7,1,200,B+
 Kagithane , Ortabayir,1,1,65,23,1,200,C+
 Bahcelievler , Kocasinan Merkez,1,1,70,7,1,180,C
 Bahcelievler , Siyavuspasa,2,1,85,0,4,390,C+
 Kadikoy , Merdivenkoy,3,1,135,37,4,380,A
 Bahcelievler , Hurriyet,2,1,80,24,0,150,E
 Kucukcekmece , Tevfik Bey,1,1,48,7,3,190,C+
 Kadikoy , Acibadem,3,1,120,35,0,250,A+
 Sisli , Merkez,3,1,90,30,-1,290,D
 Esenyurt , Cumhuriyet,3,1,180,15,1,350,D
 Esenler , Fatih,2,1,106,15,-1,140,E
 Bahcelievler , Bahcelievler,2,1,75,1,0,335,C+
 Buyukcekmece , Ataturk,2,1,110,20,3,250,E
 Sancaktepe , Inonu,2,1,100,15,1,160,E
 Bayrampasa , Muratpasa,2,0,70,31,2,170,E
 Kagithane , Celiktepe,2,1,100,12,3,250,C
 Kucukcekmece , Istasyon,2,1,188,25,1,220,B+
 Bagcilar , Yenimahalle,4,1,160,30,5,200,E
 Kadikoy , Fenerbahce,3,1,115,0,3,1100,A+
 Kadikoy , Caferaga,3,1,175,50,1,800,A+
 Sisli , Mecidiyekoy,3,1,130,26,4,300,B+
 Beylikduzu , Adnan Kahveci,3,1,150,21,8,300,B+
 Gungoren , Tozkoparan,3,1,130,29,2,420,E
 Maltepe , Altintepe,2,1,100,15,0,310,A
 Eyupsultan , Gokturk Merkez,1,1,90,12,2,620,B+
 Sultanbeyli , Mimar Sinan,2,1,105,0,2,285,E
 Beylikduzu , Adnan Kahveci,4,1,200,23,16,300,B+
 Pendik , Kurtkoy,2,1,90,4,3,270,C
 Bahcelievler , Soganli,2,1,90,26,1,180,B
 Kadikoy , Kozyatagi,1,1,65,16,21,450,A
 Kucukcekmece , Halkali Merkez,2,1,110,30,2,150,C
 Esenyurt , Yenikent,1,1,75,15,2,160,D
 Maltepe , Altaycesme,3,1,130,25,6,410,B+
 Umraniye , Madenler,2,1,90,0,3,320,B
 Cekmekoy , Nisantepe,2,1,140,3,2,590,B
 Esenyurt , Gokevler,3,1,155,22,0,190,D
 Pendik , Yeni,2,1,90,0,5,350,B
 Tuzla , Aydintepe,2,1,95,7,3,265,B
 Besiktas , Bebek,3,2,240,30,2,1700,A+
 Kartal , Cavusoglu,3,1,130,30,3,315,B
 Buyukcekmece , Cakmakli,2,1,105,16,10,190,C
 Sisli , Fulya,2,1,100,35,2,300,A
 Gungoren , Akincilar,2,1,90,30,4,185,C
 Tuzla , Mimar Sinan,2,1,75,13,9,1595,E
 Beykoz , Soguksu,3,1,112,15,1,675,C+
 Basaksehir , Samlar,3,1,150,5,5,450,D
 Sisli , Merkez,1,1,72,26,1,180,D
 Kucukcekmece , Yesilova,3,1,130,10,3,320,C
 Maltepe , Baglarbasi,3,1,130,35,3,300,C
 Maltepe , Zumrutevler,3,1,150,15,2,625,B
 Uskudar , Cumhuriyet,3,1,150,28,4,300,D
 Tuzla , Istasyon,2,1,75,0,2,270,B+
 Kagithane , Hamidiye,2,1,138,4,5,650,E
 Kadikoy , 19 Mayis,5,2,230,4,7,870,
 Maltepe , Feyzullah,3,1,150,30,3,300,A
 Sisli , Ferikoy,1,1,73,1,0,2995,B
 Kadikoy , Bostanci,3,1,120,55,4,375,A
 Besiktas , Ulus,3,1,225,35,4,1600,C+
 Kadikoy , Caddebostan,3,1,140,4,3,1200,A+
 Kucukcekmece , Atakent,1,1,56,12,8,195,C+
 Esenyurt , Mehtercesme,1,1,80,0,2,150,C
 Bagcilar , Demirkapi,3,1,155,45,1,180,D
 Umraniye , Mehmet Akif,3,1,163,14,3,550,E
 Kadikoy , Dumlupinar,2,1,93,7,4,440,E
 Bagcilar , Mahmutbey,1,1,56,1,2,250,E
 Kartal , Kordonboyu,3,1,130,28,2,300,A
 Kadikoy , Goztepe,3,1,109,0,9,700,E
 Cekmekoy , Kirazlidere,2,1,118,0,1,700,B+
 Kartal , Petrolis,2,2,82,0,4,300,B+
 Bakirkoy , Senlikkoy,3,1,260,21,0,800,A
 Avcilar , Denizkoskler,3,1,130,26,2,200,B
 Kadikoy , Erenkoy,3,1,115,5,9,700,A
 Fatih , Yedikule,14,3,4000,6,1,90,E
 Adalar , Maden,1,1,50,39,0,240,C+
 Atasehir , Ataturk,2,1,110,10,6,650,E
 Sultangazi , 50. Yil,2,1,130,16,2,190,E
 Atasehir , Esatpasa,2,1,90,10,4,350,E
 Sultanbeyli , Mimar Sinan,2,1,109,0,0,240,E
 Kartal , Orta,1,1,44,15,2,220,E
 Bayrampasa , Kartaltepe,3,1,140,15,0,190,D
 Bakirkoy , Senlikkoy,3,1,130,0,1,900,A
 Maltepe , Zumrutevler,2,1,110,5,5,385,B
 Zeytinburnu , Kazlicesme,1,0,140,4,2,1180,C+
 Kagithane , Celiktepe,3,1,170,22,5,280,C
 Beylikduzu , Baris,1,1,68,5,7,270,B+
 Sultanbeyli , Adil,1,1,65,9,6,220,E
 Bakirkoy , Kartaltepe,3,1,145,35,4,450,D
 Sancaktepe , Emek,4,1,210,10,4,565,D
 Bagcilar , Barbaros,2,1,85,30,1,120,D
 Uskudar , Bulgurlu,1,1,75,25,2,180,B+
 Sariyer , Yenikoy,5,1,500,35,5,6500,E
 Kadikoy , Caddebostan,3,1,120,5,0,850,A+
 Besiktas , Konaklar,3,1,140,40,6,800,A+
 Umraniye , Namik Kemal,4,1,145,17,0,225,E
 Bahcelievler , Bahcelievler,3,1,120,0,5,500,C+
 Esenyurt , Ardicli,2,1,95,4,0,75,D
 Sisli , Bozkurt,1,0,25,39,-1,185,B+
 Uskudar , Kandilli,3,1,140,0,2,700,A
 Esenyurt , Barbaros Hayrettin Pasa,3,1,165,8,6,270,E
 Kagithane , Telsizler,2,1,85,5,2,350,C+
 Esenyurt , Akevler,1,1,75,10,2,130,B
 Esenyurt , Yesilkent,2,1,90,5,0,130,E
 Kagithane , Sirintepe,2,1,85,5,14,380,D
 Esenyurt , Balikyolu,2,1,100,5,0,110,E
 Pendik , Harmandere,2,1,98,4,6,350,B
 Uskudar , Kucuksu,3,1,115,0,0,630,C+
 Sisli , Izzet Pasa,3,1,220,4,8,550,C
 Kagithane , Gultepe,2,1,90,26,4,300,E
 Bahcelievler , Bahcelievler,3,1,150,1,3,690,C+
 Beylikduzu , Kavakli,2,1,130,0,2,270,E
 Esenyurt , Incirtepe,2,1,100,6,8,130,C
 Esenyurt , Talatpasa,1,1,80,7,5,100,D
 Kagithane , Ortabayir,1,1,84,10,12,410,C+
 Esenyurt , Koza,3,1,170,12,7,290,B+
 Sariyer , Zekeriyakoy,5,1,211,15,5,740,A
 Gaziosmanpasa , Karlitepe,3,1,110,20,1,250,C
 Kadikoy , Sahrayi Cedit,4,1,180,0,4,650,A
 Atasehir , Ataturk,2,1,105,0,21,700,E
 Basaksehir , Ziya Gokalp,1,1,86,5,21,250,C
 Sisli , Merkez,2,1,85,5,5,570,D
 Besiktas , Yildiz,2,1,120,31,-3,400,A
 Bagcilar , Hurriyet,3,1,135,26,1,230,E
 Pendik , Fevzi Cakmak,2,1,85,26,4,174,E
 Besiktas , Etiler,4,1,200,35,3,850,A+
 Umraniye , Saray,2,1,110,5,14,440,A+
 Pendik , Yenisehir,1,1,67,16,1,225,E
 Uskudar , Barbaros,1,1,75,3,1,550,D
 Fatih , Seyyid Omer,1,1,75,35,1,130,D
 Maltepe , Zumrutevler,2,1,144,1,0,500,B
 Bahcelievler , Kocasinan Merkez,3,1,120,16,2,250,C
 Fatih , Aksaray,3,1,106,15,3,360,E
 Maltepe , Zumrutevler,1,1,65,0,1,200,B
 Besiktas , Balmumcu,2,1,70,31,0,360,A+
 Atasehir , Inonu,3,1,120,17,3,320,E
 Esenyurt , Barbaros Hayrettin Pasa,2,1,125,21,12,210,E
 Maltepe , Altaycesme,2,1,90,7,8,450,B+
 Maltepe , Feyzullah,3,0,130,21,3,500,A
 Sariyer , Emirgan,3,1,160,6,0,850,A
